number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
741,0436-01,8/3/2022,lachat,tdn,sample,0436-01,0.367,mgL-1,FALSE,JB,LM,,,
742,0436-01,8/3/2022,lachat,tdn,sample,0436-01,0.369,mgL-1,TRUE,JB,LM,,,
743,0190-12,8/3/2022,lachat,tdn,sample,LW6_0190-12,0.429,mgL-1,FALSE,JB,LM,,,
744,0435-01,8/3/2022,lachat,tdn,sample,0435-01,0.387,mgL-1,FALSE,JB,LM,,,
745,0441-01,8/3/2022,lachat,tdn,sample,0441-01,0.445,mgL-1,FALSE,JB,LM,,,
746,1369-01,10/20/2022,lachat,srp,sample,20221014_FLAME_1369-01,0.0107,mgL-1,FALSE,JB,LM,,,
747,1370-01,10/20/2022,lachat,srp,sample,1370-01,0.0116,mgL-1,FALSE,JB,LM,,,
748,1370-01,10/20/2022,lachat,srp,sample,1370-01,0.0109,mgL-1,TRUE,JB,LM,,,
749,1371-01,10/20/2022,lachat,srp,sample,1371-01,0.0107,mgL-1,FALSE,JB,LM,,,
750,1372-01,10/20/2022,lachat,srp,sample,1372-01,0.00943,mgL-1,FALSE,JB,LM,,,
751,1373-01,10/20/2022,lachat,srp,sample,1373-01,0.0104,mgL-1,FALSE,JB,LM,,,
752,1374-01,10/20/2022,lachat,srp,sample,1374-01,0.00983,mgL-1,FALSE,JB,LM,,,
753,1375-01,10/20/2022,lachat,srp,sample,1375-01,0.00831,mgL-1,FALSE,JB,LM,,,
754,1376-01,10/20/2022,lachat,srp,sample,1376-01,0.00926,mgL-1,FALSE,JB,LM,,,
755,1376-01,10/20/2022,lachat,srp,sample,1376-01,0.00933,mgL-1,TRUE,JB,LM,,,
756,1377-01,10/20/2022,lachat,srp,sample,1377-01,0.0084,mgL-1,FALSE,JB,LM,,,
757,1378-01,10/20/2022,lachat,srp,sample,1378-01,0.011,mgL-1,FALSE,JB,LM,,,
758,1379-01,10/20/2022,lachat,srp,sample,1379-01,0.0088,mgL-1,FALSE,JB,LM,,,
759,1380-01,10/20/2022,lachat,srp,sample,1380-01,0.0121,mgL-1,FALSE,JB,LM,,,
760,1369-01,10/20/2022,lachat,nh4n,sample,20221014_FLAME_1369-01,0.0222,mgL-1,FALSE,JB,LM,,,
761,1370-01,10/20/2022,lachat,nh4n,sample,1370-01,0.0247,mgL-1,FALSE,JB,LM,,,
762,1370-01,10/20/2022,lachat,nh4n,sample,1370-01,0.0259,mgL-1,TRUE,JB,LM,,,
763,1371-01,10/20/2022,lachat,nh4n,sample,1371-01,0.0222,mgL-1,FALSE,JB,LM,,,
764,1372-01,10/20/2022,lachat,nh4n,sample,1372-01,0.0277,mgL-1,FALSE,JB,LM,,,
765,1373-01,10/20/2022,lachat,nh4n,sample,1373-01,0.0229,mgL-1,FALSE,JB,LM,,,
766,1374-01,10/20/2022,lachat,nh4n,sample,1374-01,0.0227,mgL-1,FALSE,JB,LM,,,
767,1375-01,10/20/2022,lachat,nh4n,sample,1375-01,0.0134,mgL-1,FALSE,JB,LM,,,
768,1376-01,10/20/2022,lachat,nh4n,sample,1376-01,0.0132,mgL-1,FALSE,JB,LM,,,
769,1376-01,10/20/2022,lachat,nh4n,sample,1376-01,0.013,mgL-1,TRUE,JB,LM,,,
770,1377-01,10/20/2022,lachat,nh4n,sample,1377-01,0.011,mgL-1,FALSE,JB,LM,,,
771,1378-01,10/20/2022,lachat,nh4n,sample,1378-01,0.0256,mgL-1,FALSE,JB,LM,,,
772,1379-01,10/20/2022,lachat,nh4n,sample,1379-01,0.0299,mgL-1,FALSE,JB,LM,,,
773,1380-01,10/20/2022,lachat,nh4n,sample,1380-01,0.0467,mgL-1,FALSE,JB,LM,,,
774,1369-01,10/20/2022,lachat,no3n,sample,20221014_FLAME_1369-01,0.00267,mgL-1,FALSE,JB,LM,,,
775,1370-01,10/20/2022,lachat,no3n,sample,1370-01,0.00243,mgL-1,FALSE,JB,LM,,,
776,1370-01,10/20/2022,lachat,no3n,sample,1370-01,0.00241,mgL-1,TRUE,JB,LM,,,
777,1371-01,10/20/2022,lachat,no3n,sample,1371-01,0.00233,mgL-1,FALSE,JB,LM,,,
778,1372-01,10/20/2022,lachat,no3n,sample,1372-01,0.00179,mgL-1,FALSE,JB,LM,,,
779,1373-01,10/20/2022,lachat,no3n,sample,1373-01,0.00227,mgL-1,FALSE,JB,LM,,,
780,1374-01,10/20/2022,lachat,no3n,sample,1374-01,0.0017,mgL-1,FALSE,JB,LM,,,
781,1375-01,10/20/2022,lachat,no3n,sample,1375-01,0.0391,mgL-1,FALSE,JB,LM,,,
782,1376-01,10/20/2022,lachat,no3n,sample,1376-01,0.0386,mgL-1,FALSE,JB,LM,,,
783,1376-01,10/20/2022,lachat,no3n,sample,1376-01,0.0391,mgL-1,TRUE,JB,LM,,,
784,1377-01,10/20/2022,lachat,no3n,sample,1377-01,0.0383,mgL-1,FALSE,JB,LM,,,
785,1378-01,10/20/2022,lachat,no3n,sample,1378-01,0.0024,mgL-1,FALSE,JB,LM,,,
786,1379-01,10/20/2022,lachat,no3n,sample,1379-01,0.103,mgL-1,FALSE,JB,LM,,,
787,1380-01,10/20/2022,lachat,no3n,sample,1380-01,0.114,mgL-1,FALSE,JB,LM,,,
788,0309-15,7/4/2022,lachat,tp,sample,20220623_LWF_030915,0.0792,mgL-1,FALSE,JM,LM,,,
789,0309-15,7/4/2022,lachat,tp,sample,20220623_LWF_030915,0.0791,mgL-1,TRUE,JM,LM,,,
790,0316-15,7/4/2022,lachat,tp,sample,31615,0.0828,mgL-1,FALSE,JM,LM,,,
791,0310-15,7/4/2022,lachat,tp,sample,31015,0.0617,mgL-1,FALSE,JM,LM,,,
792,0312-15,7/4/2022,lachat,tp,sample,31215,0.0647,mgL-1,FALSE,JM,LM,,,
793,0311-15,7/4/2022,lachat,tp,sample,31115,0.0403,mgL-1,FALSE,JM,LM,,,
794,0313-15,7/4/2022,lachat,tp,sample,31315,0.0378,mgL-1,FALSE,JM,LM,,,
795,0317-15,7/4/2022,lachat,tp,sample,31715,0.0385,mgL-1,FALSE,JM,LM,,,
796,0547-15,7/4/2022,lachat,tp,sample,54715,0.0386,mgL-1,FALSE,JM,LM,,,
797,0547-15,7/4/2022,lachat,tp,sample,54715,0.0396,mgL-1,TRUE,JM,LM,,,
798,0308-15,7/4/2022,lachat,tp,sample,30815,0.0317,mgL-1,FALSE,JM,LM,,,
799,0314-15,7/4/2022,lachat,tp,sample,31415,0.0312,mgL-1,FALSE,JM,LM,,,
800,0307-15,7/4/2022,lachat,tp,sample,30715,0.05,mgL-1,FALSE,JM,LM,,,
801,0315-15,7/4/2022,lachat,tp,sample,31515,0.0509,mgL-1,FALSE,JM,LM,,,
802,0291-15,12/3/2021,lachat,tp,sample,20210804_0291-15,0.112,mgL-1,FALSE,JB,LM,,,
803,0292-15,12/3/2021,lachat,tp,sample,0292-15,0.118,mgL-1,FALSE,JB,LM,,,
804,0293-15,12/3/2021,lachat,tp,sample,0293-15,0.122,mgL-1,FALSE,JB,LM,,,
805,0288-15,12/3/2021,lachat,tp,sample,0288-15,0.124,mgL-1,FALSE,JB,LM,,,
806,0289-15,12/3/2021,lachat,tp,sample,0289-15,0.112,mgL-1,FALSE,JB,LM,,,
807,0290-15,12/3/2021,lachat,tp,sample,0290-15,0.111,mgL-1,FALSE,JB,LM,,,
808,0290-15,12/3/2021,lachat,tp,sample,0290-15,0.112,mgL-1,TRUE,JB,LM,,,
809,0294-15,12/3/2021,lachat,tp,sample,20210812_POW_TP_0294-15,0.11,mgL-1,FALSE,JB,LM,,,
810,0295-15,12/3/2021,lachat,tp,sample,0295-15,0.133,mgL-1,FALSE,JB,LM,,,
811,0296-15,12/3/2021,lachat,tp,sample,0296-15,0.114,mgL-1,FALSE,JB,LM,,,
812,0300-15,12/3/2021,lachat,tp,sample,0300-15,0.122,mgL-1,FALSE,JB,LM,,,
813,0301-15,12/3/2021,lachat,tp,sample,0301-15,0.124,mgL-1,FALSE,JB,LM,,,
814,0301-15,12/3/2021,lachat,tp,sample,0301-15,0.124,mgL-1,TRUE,JB,LM,,,
815,0302-15,12/3/2021,lachat,tp,sample,0302-15,0.128,mgL-1,FALSE,JB,LM,,,
816,BLANK,12/3/2021,lachat,tp,sample,20210804_BLANK,-0.00386,mgL-1,FALSE,JB,LM,,,
817,BLANK,12/3/2021,lachat,tp,sample,20210812_BLANK,-0.00285,mgL-1,FALSE,JB,LM,,,
818,0543-04,12/3/2021,lachat,tp,sample,20210820_0543-04,0.338,mgL-1,FALSE,JB,LM,,,
819,BLANK,12/3/2021,lachat,tp,sample,BLANK,-0.00403,mgL-1,FALSE,JB,LM,,,
820,0259-14,12/3/2021,lachat,tdp,sample,20210804_TDP_259-14,0.0267,mgL-1,FALSE,JB,LM,,,
821,0260-14,12/3/2021,lachat,tdp,sample,260-14,0.025,mgL-1,FALSE,JB,LM,,,
822,0256-14,12/3/2021,lachat,tdp,sample,256-14,0.0774,mgL-1,FALSE,JB,LM,,,
823,0257-14,12/3/2021,lachat,tdp,sample,257-14,0.0829,mgL-1,FALSE,JB,LM,,,
824,0257-14,12/3/2021,lachat,tdp,sample,257-14,0.0834,mgL-1,TRUE,JB,LM,,,
825,0258-14,12/3/2021,lachat,tdp,sample,258-14,0.0785,mgL-1,FALSE,JB,LM,,,
826,0261-14,12/3/2021,lachat,tdp,sample,20210812_261-14,0.0591,mgL-1,FALSE,JB,LM,,,
827,0262-14,12/3/2021,lachat,tdp,sample,262-14,0.0407,mgL-1,FALSE,JB,LM,,,
828,0263-14,12/3/2021,lachat,tdp,sample,263-14,0.0513,mgL-1,FALSE,JB,LM,,,
829,0267-14,12/3/2021,lachat,tdp,sample,267-14,0.0948,mgL-1,FALSE,JB,LM,,,
830,0268-14,12/3/2021,lachat,tdp,sample,268-14,0.0964,mgL-1,FALSE,JB,LM,,,
831,0269-14,12/3/2021,lachat,tdp,sample,269-14,0.0878,mgL-1,FALSE,JB,LM,,,
832,0269-14,12/3/2021,lachat,tdp,sample,269-14,0.0876,mgL-1,TRUE,JB,LM,,,
833,0172-12,7/1/2022,lachat,srp,sample,20220623_LWF_017212,0.00911,mgL-1,FALSE,JB,LM,,,
834,0173-12,7/1/2022,lachat,srp,sample,17312,0.00839,mgL-1,FALSE,JB,LM,,,
835,0174-12,7/1/2022,lachat,srp,sample,17412,0.00805,mgL-1,FALSE,JB,LM,,,
836,0175-12,7/1/2022,lachat,srp,sample,17512,0.00745,mgL-1,FALSE,JB,LM,,,
837,0176-12,7/1/2022,lachat,srp,sample,17612,0.00698,mgL-1,FALSE,JB,LM,,,
838,0176-12,7/1/2022,lachat,srp,sample,17612,0.00793,mgL-1,TRUE,JB,LM,,,
839,0177-12,7/1/2022,lachat,srp,sample,17712,0.00666,mgL-1,FALSE,JB,LM,,,
840,0178-12,7/1/2022,lachat,srp,sample,17812,0.00668,mgL-1,FALSE,JB,LM,,,
841,0179-12,7/1/2022,lachat,srp,sample,17912,0.00586,mgL-1,FALSE,JB,LM,,,
842,0180-12,7/1/2022,lachat,srp,sample,18012,0.00631,mgL-1,FALSE,JB,LM,,,
843,0181-12,7/1/2022,lachat,srp,sample,18112,0.00711,mgL-1,FALSE,JB,LM,,,
844,0182-12,7/1/2022,lachat,srp,sample,18212,0.00664,mgL-1,FALSE,JB,LM,,,
845,0182-12,7/1/2022,lachat,srp,sample,18212,0.00659,mgL-1,TRUE,JB,LM,,,
846,0183-12,7/1/2022,lachat,srp,sample,18312,0.00757,mgL-1,FALSE,JB,LM,,,
847,0183-12,7/1/2022,lachat,srp,sample,18312,0.00782,mgL-1,TRUE,JB,LM,,,
848,0184-12,7/1/2022,lachat,srp,sample,18412,0.00794,mgL-1,FALSE,JB,LM,,,
849,0185-12,7/1/2022,lachat,srp,sample,18512,0.00735,mgL-1,FALSE,JB,LM,,,
850,0186-12,7/1/2022,lachat,srp,sample,18612,0.0079,mgL-1,FALSE,JB,LM,,,
851,0187-12,7/1/2022,lachat,srp,sample,18712,0.00853,mgL-1,FALSE,JB,LM,,,
852,0188-12,7/1/2022,lachat,srp,sample,18812,0.00817,mgL-1,FALSE,JB,LM,,,
853,0189-12,7/1/2022,lachat,srp,sample,18912,0.00809,mgL-1,FALSE,JB,LM,,,
854,0423-01,7/1/2022,lachat,srp,sample,20220615_042301,0.00966,mgL-1,FALSE,JB,LM,,,
855,0423-01,7/1/2022,lachat,srp,sample,20220615_042301,0.00785,mgL-1,TRUE,JB,LM,,,
856,0424-01,7/1/2022,lachat,srp,sample,42401,0.00967,mgL-1,FALSE,JB,LM,,,
857,0425-01,7/1/2022,lachat,srp,sample,42501,0.00865,mgL-1,FALSE,JB,LM,,,
858,0419-01,7/1/2022,lachat,srp,sample,41901,0.01,mgL-1,FALSE,JB,LM,,,
859,0422-01,7/1/2022,lachat,srp,sample,42201,0.00896,mgL-1,FALSE,JB,LM,,,
860,0417-01,7/1/2022,lachat,srp,sample,41701,0.00918,mgL-1,FALSE,JB,LM,,,
861,0172-12,7/1/2022,lachat,nh4n,sample,20220623_LWF_017212,0.0233,mgL-1,FALSE,JB,LM,,,
862,0173-12,7/1/2022,lachat,nh4n,sample,17312,0.0159,mgL-1,FALSE,JB,LM,,,
863,0174-12,7/1/2022,lachat,nh4n,sample,17412,0.0216,mgL-1,FALSE,JB,LM,,,
864,0175-12,7/1/2022,lachat,nh4n,sample,17512,0.0164,mgL-1,FALSE,JB,LM,,,
865,0176-12,7/1/2022,lachat,nh4n,sample,17612,0.0187,mgL-1,FALSE,JB,LM,,,
866,0176-12,7/1/2022,lachat,nh4n,sample,17612,0.0184,mgL-1,TRUE,JB,LM,,,
867,0177-12,7/1/2022,lachat,nh4n,sample,17712,0.0188,mgL-1,FALSE,JB,LM,,,
868,0178-12,7/1/2022,lachat,nh4n,sample,17812,0.014,mgL-1,FALSE,JB,LM,,,
869,0179-12,7/1/2022,lachat,nh4n,sample,17912,0.0126,mgL-1,FALSE,JB,LM,,,
870,0180-12,7/1/2022,lachat,nh4n,sample,18012,0.0162,mgL-1,FALSE,JB,LM,,,
871,0181-12,7/1/2022,lachat,nh4n,sample,18112,0.0128,mgL-1,FALSE,JB,LM,,,
872,0182-12,7/1/2022,lachat,nh4n,sample,18212,0.0132,mgL-1,FALSE,JB,LM,,,
873,0182-12,7/1/2022,lachat,nh4n,sample,18212,0.0123,mgL-1,TRUE,JB,LM,,,
874,0183-12,7/1/2022,lachat,nh4n,sample,18312,0.0106,mgL-1,FALSE,JB,LM,,,
875,0183-12,7/1/2022,lachat,nh4n,sample,18312,0.0118,mgL-1,TRUE,JB,LM,,,
876,0184-12,7/1/2022,lachat,nh4n,sample,18412,0.0216,mgL-1,FALSE,JB,LM,,,
877,0185-12,7/1/2022,lachat,nh4n,sample,18512,0.0212,mgL-1,FALSE,JB,LM,,,
878,0186-12,7/1/2022,lachat,nh4n,sample,18612,0.0196,mgL-1,FALSE,JB,LM,,,
879,0187-12,7/1/2022,lachat,nh4n,sample,18712,0.0187,mgL-1,FALSE,JB,LM,,,
880,0188-12,7/1/2022,lachat,nh4n,sample,18812,0.0181,mgL-1,FALSE,JB,LM,,,
881,0189-12,7/1/2022,lachat,nh4n,sample,18912,0.0208,mgL-1,FALSE,JB,LM,,,
882,0423-01,7/1/2022,lachat,nh4n,sample,20220615_042301,0.00798,mgL-1,FALSE,JB,LM,,,
883,0423-01,7/1/2022,lachat,nh4n,sample,20220615_042301,0.00775,mgL-1,TRUE,JB,LM,,,
884,0424-01,7/1/2022,lachat,nh4n,sample,42401,0.00675,mgL-1,FALSE,JB,LM,,,
885,0425-01,7/1/2022,lachat,nh4n,sample,42501,0.00796,mgL-1,FALSE,JB,LM,,,
886,0419-01,7/1/2022,lachat,nh4n,sample,41901,0.00763,mgL-1,FALSE,JB,LM,,,
887,0422-01,7/1/2022,lachat,nh4n,sample,42201,0.00797,mgL-1,FALSE,JB,LM,,,
888,0417-01,7/1/2022,lachat,nh4n,sample,41701,0.0116,mgL-1,FALSE,JB,LM,,,
889,0172-12,7/1/2022,lachat,no3n,sample,20220623_LWF_017212,-0.00268,mgL-1,FALSE,JB,LM,,,
890,0173-12,7/1/2022,lachat,no3n,sample,17312,-0.0045,mgL-1,FALSE,JB,LM,,,
891,0174-12,7/1/2022,lachat,no3n,sample,17412,-0.00226,mgL-1,FALSE,JB,LM,,,
892,0175-12,7/1/2022,lachat,no3n,sample,17512,-0.00435,mgL-1,FALSE,JB,LM,,,
893,0176-12,7/1/2022,lachat,no3n,sample,17612,-0.00371,mgL-1,FALSE,JB,LM,,,
894,0176-12,7/1/2022,lachat,no3n,sample,17612,-0.00376,mgL-1,TRUE,JB,LM,,,
895,0177-12,7/1/2022,lachat,no3n,sample,17712,-0.00426,mgL-1,FALSE,JB,LM,,,
896,0178-12,7/1/2022,lachat,no3n,sample,17812,-0.0022,mgL-1,FALSE,JB,LM,,,
897,0179-12,7/1/2022,lachat,no3n,sample,17912,-0.00208,mgL-1,FALSE,JB,LM,,,
898,0180-12,7/1/2022,lachat,no3n,sample,18012,-0.00243,mgL-1,FALSE,JB,LM,,,
899,0181-12,7/1/2022,lachat,no3n,sample,18112,-0.00361,mgL-1,FALSE,JB,LM,,,
900,0182-12,7/1/2022,lachat,no3n,sample,18212,-0.00336,mgL-1,FALSE,JB,LM,,,
901,0182-12,7/1/2022,lachat,no3n,sample,18212,-0.00335,mgL-1,TRUE,JB,LM,,,
902,0183-12,7/1/2022,lachat,no3n,sample,18312,-0.00339,mgL-1,FALSE,JB,LM,,,
903,0183-12,7/1/2022,lachat,no3n,sample,18312,-0.0034,mgL-1,TRUE,JB,LM,,,
904,0184-12,7/1/2022,lachat,no3n,sample,18412,-0.0028,mgL-1,FALSE,JB,LM,,,
905,0185-12,7/1/2022,lachat,no3n,sample,18512,-0.00297,mgL-1,FALSE,JB,LM,,,
906,0186-12,7/1/2022,lachat,no3n,sample,18612,-0.00224,mgL-1,FALSE,JB,LM,,,
907,0187-12,7/1/2022,lachat,no3n,sample,18712,-0.00292,mgL-1,FALSE,JB,LM,,,
908,0188-12,7/1/2022,lachat,no3n,sample,18812,-0.00276,mgL-1,FALSE,JB,LM,,,
909,0189-12,7/1/2022,lachat,no3n,sample,18912,-0.00315,mgL-1,FALSE,JB,LM,,,
910,0423-01,7/1/2022,lachat,no3n,sample,20220615_042301,-0.00304,mgL-1,FALSE,JB,LM,,,
911,0423-01,7/1/2022,lachat,no3n,sample,20220615_042301,-0.0027,mgL-1,TRUE,JB,LM,,,
912,0424-01,7/1/2022,lachat,no3n,sample,42401,-0.00428,mgL-1,FALSE,JB,LM,,,
913,0425-01,7/1/2022,lachat,no3n,sample,42501,-0.00358,mgL-1,FALSE,JB,LM,,,
914,0419-01,7/1/2022,lachat,no3n,sample,41901,-0.00582,mgL-1,FALSE,JB,LM,,,
915,0422-01,7/1/2022,lachat,no3n,sample,42201,-0.00459,mgL-1,FALSE,JB,LM,,,
916,0417-01,7/1/2022,lachat,no3n,sample,41701,-0.00188,mgL-1,FALSE,JB,LM,,,
917,0351-09,8/24/2021,turbidimeter,turbidity,sample,0351-09,44,NTU,FALSE,MM,MM,,,
918,0357-09,8/24/2021,turbidimeter,turbidity,sample,0357-09,12.1,NTU,FALSE,MM,MM,,,
919,0360-09,8/24/2021,turbidimeter,turbidity,sample,0360-09,7.54,NTU,FALSE,MM,MM,,,
920,0361-09,8/24/2021,turbidimeter,turbidity,sample,0361-09,28.9,NTU,FALSE,MM,MM,,,
921,0607-09,9/3/2021,turbidimeter,turbidity,sample,0607-09,6.4,NTU,FALSE,MM,MM,,,
922,0608-09,9/3/2021,turbidimeter,turbidity,sample,0608-09,27.9,NTU,FALSE,MM,MM,,,
923,0609-09,9/3/2021,turbidimeter,turbidity,sample,0609-09,8.65,NTU,FALSE,MM,MM,,,
924,0610-09,9/3/2021,turbidimeter,turbidity,sample,0610-09,5.85,NTU,FALSE,MM,MM,,,
925,0611-09,9/3/2021,turbidimeter,turbidity,sample,0611-09,4.78,NTU,FALSE,MM,MM,,,
926,0617-16,6/24/2022,turbidimeter,turbidity,sample,0617-16,23.6,NTU,FALSE,MM,MM,,,
927,0618-16,6/24/2022,turbidimeter,turbidity,sample,0618-16,18.1,NTU,FALSE,MM,MM,,,
928,0619-16,6/24/2022,turbidimeter,turbidity,sample,0619-16,5.98,NTU,FALSE,MM,MM,,,
929,0620-16,6/24/2022,turbidimeter,turbidity,sample,0620-16,5.42,NTU,FALSE,MM,MM,,,
930,0621-16,6/24/2022,turbidimeter,turbidity,sample,0621-16,4.97,NTU,FALSE,MM,MM,,,
931,0622-16,6/24/2022,turbidimeter,turbidity,sample,0622-16,10.06,NTU,FALSE,MM,MM,,,
932,0623-16,7/14/2022,turbidimeter,turbidity,sample,0623-16,7.8,NTU,FALSE,MM,MM,,,
933,0624-16,7/14/2022,turbidimeter,turbidity,sample,0624-16,7.4,NTU,FALSE,MM,MM,,,
934,0625-16,7/14/2022,turbidimeter,turbidity,sample,0625-16,6.06,NTU,FALSE,MM,MM,,,
935,0626-16,7/14/2022,turbidimeter,turbidity,sample,0626-16,5.38,NTU,FALSE,MM,MM,,,
936,0627-16,7/15/2022,turbidimeter,turbidity,sample,0627-16,8.6,NTU,FALSE,MM,MM,,,
937,0628-16,7/15/2022,turbidimeter,turbidity,sample,0628-16,5.21,NTU,FALSE,MM,MM,,,
938,0629-16,7/15/2022,turbidimeter,turbidity,sample,0629-16,6.8,NTU,FALSE,MM,MM,,,
939,0630-16,7/15/2022,turbidimeter,turbidity,sample,0630-16,6.15,NTU,FALSE,MM,MM,,,
940,0631-16,7/15/2022,turbidimeter,turbidity,sample,0631-16,6.5,NTU,FALSE,MM,MM,,,
941,0632-16,7/15/2022,turbidimeter,turbidity,sample,0632-16,5.17,NTU,FALSE,MM,MM,,,
942,0651-16,7/23/2022,turbidimeter,turbidity,sample,0651-16,20,NTU,FALSE,MM,MM,,,
943,0585-16,7/23/2022,turbidimeter,turbidity,sample,0585-16,15.5,NTU,FALSE,MM,MM,,,
944,0652-16,7/23/2022,turbidimeter,turbidity,sample,0652-16,14.3,NTU,FALSE,MM,MM,,,
945,0582-16,7/23/2022,turbidimeter,turbidity,sample,0582-16,6.54,NTU,FALSE,MM,MM,,,
946,0584-16,7/23/2022,turbidimeter,turbidity,sample,0584-16,6.62,NTU,FALSE,MM,MM,,,
947,0583-16,7/23/2022,turbidimeter,turbidity,sample,0583-16,7.86,NTU,FALSE,MM,MM,,,
948,1190-16,8/12/2022,turbidimeter,turbidity,sample,1190-16,15.6,NTU,FALSE,MM,MM,,,
949,1191-16,8/12/2022,turbidimeter,turbidity,sample,1191-16,67.3,NTU,FALSE,MM,MM,,,
950,1188-16,8/12/2022,turbidimeter,turbidity,sample,1188-16,11.8,NTU,FALSE,MM,MM,,,
951,1194-16,8/12/2022,turbidimeter,turbidity,sample,1194-16,27.2,NTU,FALSE,MM,MM,,,
952,1193-16,8/12/2022,turbidimeter,turbidity,sample,1193-16,33.8,NTU,FALSE,MM,MM,,,
953,1197-16,8/6/2022,turbidimeter,turbidity,sample,1197-16,14.4,NTU,FALSE,MM,MM,,,
954,1199-16,8/6/2022,turbidimeter,turbidity,sample,1199-16,5.42,NTU,FALSE,MM,MM,,,
955,1202-16,8/6/2022,turbidimeter,turbidity,sample,1202-16,2.66,NTU,FALSE,MM,MM,,"originally enetered as 1188-16, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-16",
956,1183-16,8/6/2022,turbidimeter,turbidity,sample,1183-16,12.6,NTU,FALSE,MM,MM,,,
957,1192-16,8/7/2022,turbidimeter,turbidity,sample,1192-16,2.55,NTU,FALSE,MM,MM,,,
958,1184-16,8/7/2022,turbidimeter,turbidity,sample,1184-16,2.36,NTU,FALSE,MM,MM,,,
959,1198-16,8/7/2022,turbidimeter,turbidity,sample,1198-16,1.13,NTU,FALSE,MM,MM,,,
960,1185-16,8/7/2022,turbidimeter,turbidity,sample,1185-16,2.78,NTU,FALSE,MM,MM,,,
961,1189-16,8/8/2022,turbidimeter,turbidity,sample,1189-16,3.57,NTU,FALSE,MM,MM,,,
962,1186-16,8/8/2022,turbidimeter,turbidity,sample,1186-16,16.6,NTU,FALSE,MM,MM,,,
963,1196-16,8/8/2022,turbidimeter,turbidity,sample,1196-16,11.4,NTU,FALSE,MM,MM,,,
964,1187-16,8/8/2022,turbidimeter,turbidity,sample,1187-16,4.99,NTU,FALSE,MM,MM,,,
965,1204-16,8/8/2022,turbidimeter,turbidity,sample,1204-16,4.33,NTU,FALSE,MM,MM,,,
966,1182-16,8/8/2022,turbidimeter,turbidity,sample,1182-16,3.36,NTU,FALSE,MM,MM,,,
967,1206-16,9/16/2022,turbidimeter,turbidity,sample,1206-16,14.5,NTU,FALSE,MM,MM,,,
968,1203-16,9/16/2022,turbidimeter,turbidity,sample,1203-16,14.8,NTU,FALSE,MM,MM,,,
969,1201-16,9/16/2022,turbidimeter,turbidity,sample,1201-16,9.18,NTU,FALSE,MM,MM,,,
970,1205-16,10/14/2022,turbidimeter,turbidity,sample,1205-16,20.4,NTU,FALSE,MM,MM,,,
971,1209-16,10/14/2022,turbidimeter,turbidity,sample,1209-16,21.3,NTU,FALSE,MM,MM,,,
972,1207-16,10/14/2022,turbidimeter,turbidity,sample,1207-16,8.19,NTU,FALSE,MM,MM,,,
973,1210-16,10/14/2022,turbidimeter,turbidity,sample,1210-16,7.08,NTU,FALSE,MM,MM,,,
974,0617-16,6/24/2022,,tss,sample,0617-16,22.5,mg/L,FALSE,MM,MM,,,
975,0617-16,6/24/2022,,afdm,sample,0617-16,11,mg/L,FALSE,MM,MM,,,
976,0618-16,6/24/2022,,tss,sample,0618-16,18.5,mg/L,FALSE,MM,MM,,,
977,0618-16,6/24/2022,,afdm,sample,0618-16,3.5,mg/L,FALSE,MM,MM,,,
978,0619-16,6/24/2022,,tss,sample,0619-16,7,mg/L,FALSE,MM,MM,,,
979,0619-16,6/24/2022,,afdm,sample,0619-16,4,mg/L,FALSE,MM,MM,,,
980,0620-16,6/24/2022,,tss,sample,0620-16,6.5,mg/L,FALSE,MM,MM,,,
981,0620-16,6/24/2022,,afdm,sample,0620-16,3.5,mg/L,FALSE,MM,MM,,,
982,0621-16,6/24/2022,,tss,sample,0621-16,5,mg/L,FALSE,MM,MM,,,
983,0621-16,6/24/2022,,afdm,sample,0621-16,2,mg/L,FALSE,MM,MM,,,
984,0622-16,6/24/2022,,tss,sample,0622-16,8.5,mg/L,FALSE,MM,MM,,,
985,0622-16,6/24/2022,,afdm,sample,0622-16,3,mg/L,FALSE,MM,MM,,,
986,0623-16,7/14/2022,,tss,sample,0623-16,10.29,mg/L,FALSE,MM,MM,,,
987,0623-16,7/14/2022,,afdm,sample,0623-16,8.57,mg/L,FALSE,MM,MM,,,
988,0624-16,7/14/2022,,tss,sample,0624-16,8.86,mg/L,FALSE,MM,MM,,,
989,0624-16,7/14/2022,,afdm,sample,0624-16,8.57,mg/L,FALSE,MM,MM,,,
990,0625-16,7/14/2022,,tss,sample,0625-16,7.71,mg/L,FALSE,MM,MM,,,
991,0625-16,7/14/2022,,afdm,sample,0625-16,7.71,mg/L,FALSE,MM,MM,,,
992,0626-16,7/14/2022,,tss,sample,0626-16,7.07,mg/L,FALSE,MM,MM,,,
993,0626-16,7/14/2022,,afdm,sample,0626-16,7.58,mg/L,FALSE,MM,MM,,,
994,0627-16,7/15/2022,,tss,sample,0627-16,10.5,mg/L,FALSE,MM,MM,,,
995,0627-16,7/15/2022,,afdm,sample,0627-16,11,mg/L,FALSE,MM,MM,,,
